Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1812_51,0,1,0.755775076154
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1813_40,0,27,0.653688515001
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1820_54,0,1,0.107070562027
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1821_17,0,27,-0.040716618519
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1825_19,0,1,-0.0268871342613
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1825_48,0,3,-0.0296570782756
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1826_18,0,5,0.121850127071
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1826_44,0,7,0.0483791913805
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1827_17,0,9,-0.0869588913478
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1828_26,0,1,-0.026236289437
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1828_52,0,3,-0.0363981976646
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1829_25,0,5,0.0351623210216
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1829_58,0,7,0.0479953368438
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1830_32,0,9,0.0231485309659
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1831_05,0,11,0.0939094411088
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1831_38,0,13,0.138111089314
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1832_11,0,15,-0.0702127763671
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1832_45,0,17,0.0286340426289
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1833_18,0,19,-0.0407009083146
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1833_52,0,21,0.0359705651169
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1834_26,0,23,0.0490026616356
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1834_59,0,25,-0.0617261435722
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/1835_33,0,27,0.038189454067
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2243_43,1200,1,0.900098695582
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2246_14,1200,3,0.907294951437
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2250_38,1200,5,0.913672309773
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2253_10,1200,7,0.929207358059
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2255_43,1200,9,0.909589777987
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2300_07,1200,11,0.904593097912
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2302_40,50,1,0.982976783055
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2305_12,50,3,0.942742782137
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2307_44,50,5,0.920169630929
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2312_27,50,7,0.929234676286
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2315_01,50,9,0.89918801724
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2317_36,50,11,0.919526148901
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2322_03,0,1,0.936848208266
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2324_36,0,3,0.989433697866
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2327_10,0,5,0.97017018394
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2331_36,0,7,0.931220140659
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2334_11,0,9,0.904852981628
Experiments/20180917/RamseyGlobalEchoPowerSpectralDensity/2336_45,0,11,0.917567743305
